Title,Category,Type,Release Year,Added Year,Duration (Minutes/Episodes),IMDB Rating,Director,Country,Platform
Titanic 3,Action,Movie,1981,1986,81,9.1,Christopher Nolan,Canada,Disney+
Narcos 1,Action,Movie,1983,2002,128,9.1,Ridley Scott,Spain,Disney+
House of Cards 4,Romance,TV Show,1989,2000,90,9,Martin Scorsese,India,Netflix
Inception 9,Sci-Fi,TV Show,1985,2011,90,6,Ridley Scott,South Korea,Netflix
Westworld 1,Thriller,Movie,2013,2017,111,7.4,Martin Scorsese,South Korea,Disney+
Gladiator 10,Horror,Movie,2002,2023,132,8.7,Christopher Nolan,India,Amazon Prime
The Office 1,Comedy,Movie,2014,2025,119,7.3,Quentin Tarantino,Japan,Hulu
The Godfather 3,Drama,Movie,2006,2009,83,6.3,David Fincher,South Korea,Hulu
Friends 9,Romance,Movie,1993,2014,75,6.7,Martin Scorsese,UK,Netflix
Narcos 5,Romance,TV Show,2020,2021,90,5.5,Francis Ford Coppola,South Korea,Hulu
Titanic 2,Comedy,TV Show,1998,2013,100,5.8,Francis Ford Coppola,Australia,Netflix
Interstellar 1,Crime,Movie,1995,1999,112,8.1,James Cameron,USA,Disney+
Narcos 9,Thriller,Movie,1993,2024,169,7.6,Ridley Scott,Spain,Hulu
Friends 3,Thriller,Movie,2021,2024,89,6.1,Quentin Tarantino,UK,Hulu
The Boys 7,Drama,Movie,1992,1999,170,8.6,Christopher Nolan,USA,Hulu
House of Cards 7,Mystery,TV Show,2015,2020,10,5.8,Quentin Tarantino,South Korea,Netflix
The Mandalorian 6,Crime,TV Show,1990,2009,10,9.2,Quentin Tarantino,UK,Disney+
Chernobyl 9,Mystery,TV Show,1979,2007,80,8.6,Martin Scorsese,Australia,HBO Max
House of Cards 7,Sci-Fi,TV Show,2023,2023,20,7.3,Martin Scorsese,Spain,HBO Max
Chernobyl 8,Romance,TV Show,1994,1995,30,4.9,David Fincher,USA,Disney+
The Crown 9,Mystery,Movie,1972,1996,149,7.3,Christopher Nolan,India,HBO Max
The Dark Knight 10,Sci-Fi,TV Show,2013,2018,50,4.4,Francis Ford Coppola,USA,Apple TV+
Game of Thrones 2,Romance,TV Show,1985,1999,90,6.1,J.J. Abrams,Australia,Amazon Prime
The Boys 10,Mystery,Movie,1983,1995,93,8.4,Ridley Scott,France,Apple TV+
The Office 7,Sci-Fi,TV Show,2021,2021,40,9,David Fincher,Canada,Hulu
Avengers: Endgame 2,Mystery,TV Show,1984,2000,70,6.8,Ridley Scott,USA,Disney+
Black Mirror 7,Fantasy,TV Show,1980,1991,70,4.1,Denis Villeneuve,France,Apple TV+
The Office 1,Thriller,TV Show,1986,1986,30,6.2,J.J. Abrams,Canada,Apple TV+
The Office 1,Mystery,TV Show,1999,2021,30,4.1,Steven Spielberg,South Korea,HBO Max
Black Mirror 2,Horror,Movie,2002,2023,106,4.5,James Cameron,South Korea,HBO Max
Black Mirror 2,Crime,Movie,1985,2005,133,9.2,Steven Spielberg,UK,Amazon Prime
Black Mirror 1,Comedy,TV Show,2011,2018,60,8.4,Ridley Scott,Spain,Amazon Prime
Breaking Bad 7,Comedy,TV Show,2017,2019,90,6.9,David Fincher,Japan,Disney+
Money Heist 8,Comedy,TV Show,2022,2023,10,9.2,Ridley Scott,Canada,Amazon Prime
Pulp Fiction 8,Mystery,TV Show,2011,2022,10,9,J.J. Abrams,UK,Hulu
Chernobyl 2,Crime,Movie,2013,2020,177,5.8,David Fincher,Canada,Amazon Prime
The Dark Knight 3,Sci-Fi,Movie,2021,2023,177,6.7,Ridley Scott,Germany,HBO Max
Game of Thrones 5,Drama,TV Show,1972,2021,70,5.6,Francis Ford Coppola,Canada,Netflix
The Godfather 10,Mystery,TV Show,1985,2022,50,6.9,James Cameron,France,Amazon Prime
The Boys 5,Mystery,Movie,2012,2012,118,5.7,Denis Villeneuve,France,Netflix
House of Cards 6,Action,Movie,2004,2024,74,4.1,Martin Scorsese,Australia,Hulu
Avengers: Endgame 1,Action,TV Show,1998,1999,40,8.5,Francis Ford Coppola,Spain,HBO Max
The Witcher 4,Fantasy,Movie,1992,2014,98,5.2,Quentin Tarantino,Japan,Disney+
Sherlock 3,Comedy,TV Show,2010,2021,50,7.1,Denis Villeneuve,USA,HBO Max
Fight Club 7,Thriller,Movie,2024,2024,113,4,James Cameron,USA,Hulu
Money Heist 3,Fantasy,TV Show,2011,2011,60,7.1,J.J. Abrams,USA,Disney+
The Office 10,Romance,TV Show,2023,2025,70,6.9,Quentin Tarantino,South Korea,Apple TV+
Stranger Things 3,Drama,Movie,2019,2019,62,6,Christopher Nolan,India,HBO Max
The Boys 6,Sci-Fi,TV Show,1982,2023,40,6.7,James Cameron,Australia,Hulu
Gladiator 1,Drama,Movie,1994,2022,138,8.3,Steven Spielberg,India,Netflix
Chernobyl 9,Fantasy,TV Show,1979,2013,30,8.8,David Fincher,India,HBO Max
Gladiator 2,Crime,Movie,2004,2019,84,4.7,Ridley Scott,USA,Disney+
Money Heist 3,Crime,TV Show,1996,2016,60,5.8,Steven Spielberg,USA,Apple TV+
Fight Club 4,Action,TV Show,1990,1999,30,6.1,James Cameron,Japan,Disney+
Squid Game 9,Thriller,Movie,1976,1988,104,6,Denis Villeneuve,South Korea,Amazon Prime
Gladiator 8,Horror,TV Show,2003,2019,50,4.5,Denis Villeneuve,Japan,Apple TV+
House of Cards 7,Thriller,TV Show,2009,2020,10,9.4,J.J. Abrams,South Korea,Apple TV+
Interstellar 8,Fantasy,Movie,1999,2002,180,7.1,Steven Spielberg,UK,Hulu
The Crown 10,Sci-Fi,TV Show,1991,1997,50,4,Quentin Tarantino,Australia,Apple TV+
The Godfather 1,Action,TV Show,1985,2025,50,7.9,David Fincher,France,Amazon Prime
The Witcher 1,Crime,Movie,1988,2018,128,9.4,Steven Spielberg,Germany,HBO Max
Interstellar 3,Romance,Movie,1985,2024,101,4.4,Steven Spielberg,France,HBO Max
Westworld 8,Romance,Movie,2008,2015,139,5.2,Steven Spielberg,USA,Apple TV+
The Office 6,Thriller,TV Show,1992,2000,100,6.3,Quentin Tarantino,Japan,Amazon Prime
Inception 10,Mystery,Movie,1983,2008,134,6.6,Quentin Tarantino,UK,Disney+
The Mandalorian 3,Drama,TV Show,2012,2024,90,8,Christopher Nolan,Canada,Hulu
Gladiator 2,Sci-Fi,TV Show,1994,2020,70,7.5,Martin Scorsese,South Korea,HBO Max
Breaking Bad 8,Horror,TV Show,2019,2024,60,4.8,Steven Spielberg,Canada,HBO Max
The Office 5,Romance,TV Show,2010,2021,70,4.7,Steven Spielberg,Spain,Disney+
Interstellar 5,Thriller,Movie,2005,2016,62,5.6,J.J. Abrams,Australia,Hulu
Narcos 1,Drama,TV Show,1979,2003,60,5.7,Ridley Scott,South Korea,Netflix
Interstellar 5,Thriller,Movie,1983,1985,125,8.7,Francis Ford Coppola,France,Apple TV+
Gladiator 7,Horror,Movie,2020,2020,174,8,Quentin Tarantino,France,Hulu
Pulp Fiction 6,Romance,TV Show,2008,2019,60,7.2,Francis Ford Coppola,South Korea,Apple TV+
The Witcher 8,Horror,TV Show,2014,2017,90,6,Christopher Nolan,France,Netflix
The Godfather 10,Sci-Fi,Movie,1991,1999,162,8.6,Francis Ford Coppola,France,HBO Max
The Boys 6,Horror,Movie,1992,2006,146,6.2,Christopher Nolan,South Korea,HBO Max
Titanic 3,Mystery,Movie,2019,2025,70,5.6,Steven Spielberg,Canada,Netflix
Fight Club 1,Thriller,Movie,2022,2025,85,4.8,Francis Ford Coppola,India,Apple TV+
Sherlock 3,Comedy,Movie,1970,2005,151,4.4,James Cameron,UK,Disney+
Money Heist 2,Crime,Movie,2017,2022,157,8.4,James Cameron,South Korea,HBO Max
Narcos 3,Mystery,Movie,2003,2008,164,5.6,James Cameron,France,Netflix
Westworld 4,Fantasy,TV Show,2004,2007,100,7.2,James Cameron,Germany,Disney+
The Godfather 1,Comedy,TV Show,2016,2018,70,5.9,James Cameron,USA,HBO Max
Sherlock 6,Thriller,TV Show,1976,2016,60,4.3,Steven Spielberg,France,HBO Max
Black Mirror 10,Comedy,TV Show,1971,1988,80,9.1,James Cameron,USA,HBO Max
Black Mirror 1,Comedy,Movie,1985,2024,153,4.6,Ridley Scott,India,Hulu
Inception 1,Fantasy,TV Show,1978,1990,80,7.1,Francis Ford Coppola,Spain,Disney+
The Crown 10,Sci-Fi,TV Show,1970,2015,20,9.5,Steven Spielberg,France,Disney+
The Crown 1,Horror,TV Show,2002,2004,10,8.5,Steven Spielberg,Spain,Disney+
Inception 9,Sci-Fi,Movie,2010,2015,76,5.2,James Cameron,South Korea,Hulu
Gladiator 8,Thriller,TV Show,2018,2022,100,8.9,Christopher Nolan,Japan,Apple TV+
Stranger Things 3,Sci-Fi,Movie,2024,2025,102,5.7,Denis Villeneuve,India,Apple TV+
Breaking Bad 9,Mystery,TV Show,2022,2023,100,9.3,Francis Ford Coppola,Japan,Disney+
Black Mirror 10,Crime,TV Show,1998,2019,90,4.6,Quentin Tarantino,India,Amazon Prime
Pulp Fiction 6,Action,TV Show,2015,2024,50,8.4,Quentin Tarantino,France,HBO Max
The Mandalorian 3,Mystery,Movie,2014,2024,143,6.5,Ridley Scott,India,Amazon Prime
The Crown 5,Action,TV Show,2005,2013,40,6.5,J.J. Abrams,UK,Netflix
The Boys 4,Mystery,Movie,1994,2019,156,4.6,Ridley Scott,Spain,Amazon Prime
The Boys 1,Sci-Fi,TV Show,2014,2020,40,6.6,Christopher Nolan,Japan,Apple TV+
Avengers: Endgame 2,Thriller,Movie,2010,2025,139,4.8,Quentin Tarantino,Spain,Disney+
Gladiator 5,Comedy,Movie,2006,2019,91,7.4,J.J. Abrams,Japan,Disney+
Avengers: Endgame 10,Mystery,Movie,1997,2008,116,6.3,Martin Scorsese,Canada,Disney+
The Boys 4,Crime,TV Show,1995,2006,80,6.3,J.J. Abrams,Canada,Amazon Prime
The Crown 3,Crime,TV Show,2012,2019,60,9,Quentin Tarantino,Spain,Disney+
Interstellar 8,Thriller,TV Show,1972,1975,70,9,Christopher Nolan,Japan,Disney+
Stranger Things 8,Action,TV Show,1987,2013,40,4.2,Ridley Scott,Germany,Netflix
Game of Thrones 10,Sci-Fi,Movie,1991,2007,65,7.1,James Cameron,Germany,Netflix
Avengers: Endgame 8,Thriller,Movie,1986,1996,99,8.2,James Cameron,Canada,HBO Max
Sherlock 5,Thriller,Movie,2023,2025,90,5.6,Martin Scorsese,Canada,Hulu
House of Cards 7,Drama,Movie,2012,2016,141,4.4,Ridley Scott,Australia,Netflix
Black Mirror 8,Comedy,Movie,1995,2013,84,8.7,Quentin Tarantino,Japan,HBO Max
Chernobyl 8,Action,TV Show,2005,2005,30,9.4,Steven Spielberg,USA,Amazon Prime
The Crown 4,Crime,TV Show,2011,2020,70,8.6,David Fincher,Germany,Apple TV+
Gladiator 4,Comedy,Movie,1985,1996,162,6.9,David Fincher,South Korea,Netflix
Titanic 1,Romance,TV Show,1986,1990,50,6.6,Francis Ford Coppola,Spain,HBO Max
Narcos 4,Horror,Movie,1981,2012,123,8,Quentin Tarantino,Japan,Apple TV+
The Witcher 3,Action,TV Show,2005,2012,80,6,Martin Scorsese,South Korea,Disney+
Avengers: Endgame 6,Romance,Movie,2011,2013,114,5.6,J.J. Abrams,South Korea,Hulu
The Godfather 9,Sci-Fi,Movie,2007,2023,75,7.9,Quentin Tarantino,South Korea,Amazon Prime
Squid Game 7,Comedy,Movie,1995,2022,67,8.3,Quentin Tarantino,India,Amazon Prime
The Mandalorian 6,Action,Movie,1989,2024,105,5.8,Denis Villeneuve,Spain,Apple TV+
Titanic 10,Romance,Movie,1999,2012,129,5,Ridley Scott,South Korea,Hulu
Money Heist 3,Crime,TV Show,1973,2015,40,7.7,Martin Scorsese,Spain,Netflix
The Dark Knight 9,Drama,TV Show,2010,2013,80,8.3,J.J. Abrams,Germany,Amazon Prime
Game of Thrones 9,Crime,Movie,2021,2022,157,4.9,Quentin Tarantino,Germany,HBO Max
The Office 8,Mystery,Movie,2012,2023,109,8.1,James Cameron,Japan,HBO Max
Breaking Bad 2,Thriller,TV Show,1999,2022,70,9.1,Christopher Nolan,Canada,Amazon Prime
The Witcher 7,Fantasy,TV Show,2024,2025,90,8.1,Quentin Tarantino,UK,HBO Max
The Mandalorian 9,Action,Movie,2001,2003,69,6.3,Steven Spielberg,UK,Disney+
Chernobyl 10,Drama,Movie,1984,2016,80,4.2,Christopher Nolan,France,Amazon Prime
Chernobyl 8,Thriller,TV Show,2002,2025,30,8.3,David Fincher,USA,Amazon Prime
Avengers: Endgame 6,Drama,TV Show,2007,2022,10,6.5,Francis Ford Coppola,India,Apple TV+
Westworld 8,Mystery,TV Show,1983,1998,70,8.3,Quentin Tarantino,Spain,Amazon Prime
Sherlock 9,Horror,TV Show,2002,2019,20,5.9,Christopher Nolan,Germany,Amazon Prime
House of Cards 4,Sci-Fi,Movie,2010,2023,163,6.8,Quentin Tarantino,Canada,Hulu
Game of Thrones 5,Crime,Movie,2005,2005,116,8.5,Denis Villeneuve,India,Disney+
Avengers: Endgame 5,Action,TV Show,2023,2024,100,7.4,Martin Scorsese,Spain,HBO Max
Avengers: Endgame 4,Comedy,Movie,2010,2019,107,7.3,J.J. Abrams,UK,Netflix
Narcos 1,Comedy,Movie,2008,2009,98,6.1,James Cameron,Australia,HBO Max
Gladiator 8,Romance,Movie,2013,2019,109,5.8,Christopher Nolan,UK,Disney+
Money Heist 3,Action,Movie,1999,2013,150,8.9,Christopher Nolan,Germany,Amazon Prime
House of Cards 6,Thriller,TV Show,1993,2022,100,6.4,Quentin Tarantino,India,HBO Max
The Crown 3,Horror,Movie,1980,2009,109,9.4,Ridley Scott,Canada,Hulu
Sherlock 6,Crime,TV Show,1974,1983,80,8,Christopher Nolan,Canada,Hulu
The Crown 6,Horror,Movie,2020,2025,134,6.5,David Fincher,Germany,Amazon Prime
The Boys 8,Fantasy,TV Show,1973,2007,30,6.9,Quentin Tarantino,Spain,Netflix
Friends 9,Comedy,TV Show,2004,2021,70,7.4,Martin Scorsese,Canada,HBO Max
The Witcher 1,Crime,Movie,1983,1987,98,7.3,Denis Villeneuve,South Korea,HBO Max
Stranger Things 7,Crime,TV Show,2023,2023,90,6.7,J.J. Abrams,Japan,Hulu
Inception 5,Drama,TV Show,1985,2025,80,9.1,David Fincher,Spain,Hulu
Sherlock 9,Comedy,Movie,1993,1993,150,6.5,Steven Spielberg,Canada,Disney+
The Crown 1,Action,TV Show,2005,2013,60,8.7,J.J. Abrams,Germany,Netflix
House of Cards 9,Sci-Fi,Movie,1982,1999,102,5.8,Ridley Scott,UK,Amazon Prime
The Crown 6,Mystery,Movie,1974,2009,149,4.9,Steven Spielberg,Spain,Apple TV+
Breaking Bad 10,Thriller,TV Show,1989,2000,100,6.3,Denis Villeneuve,France,HBO Max
The Godfather 7,Horror,Movie,1975,1978,87,4.9,Ridley Scott,UK,Apple TV+
Fight Club 4,Mystery,TV Show,2005,2012,50,8.2,David Fincher,India,Disney+
Narcos 6,Romance,TV Show,1990,2003,30,7.3,Ridley Scott,UK,Amazon Prime
Fight Club 10,Crime,Movie,2002,2002,109,6.8,J.J. Abrams,Spain,Amazon Prime
Breaking Bad 7,Drama,Movie,1995,2013,71,4.6,James Cameron,South Korea,Amazon Prime
Gladiator 2,Mystery,Movie,2023,2025,163,6.4,Martin Scorsese,UK,HBO Max
Inception 9,Action,TV Show,1973,2017,100,5.1,Ridley Scott,USA,HBO Max
Interstellar 9,Romance,TV Show,1975,1994,20,5.5,James Cameron,South Korea,Hulu
Friends 9,Sci-Fi,Movie,1990,2012,150,8.4,J.J. Abrams,Canada,Apple TV+
House of Cards 2,Comedy,Movie,1970,1982,81,4.1,Steven Spielberg,UK,HBO Max
Friends 9,Comedy,TV Show,2019,2021,70,4.4,Ridley Scott,South Korea,Hulu
Narcos 6,Sci-Fi,Movie,2014,2024,116,7.3,Francis Ford Coppola,Canada,Netflix
Chernobyl 7,Thriller,TV Show,1977,1991,70,5.9,Steven Spielberg,Germany,Netflix
Money Heist 10,Mystery,TV Show,2004,2004,100,8.8,Christopher Nolan,India,Hulu
Money Heist 7,Horror,TV Show,1993,2010,50,5.9,James Cameron,Canada,Netflix
Chernobyl 1,Drama,Movie,2016,2016,118,4,Francis Ford Coppola,South Korea,Apple TV+
Inception 1,Crime,TV Show,2022,2025,40,9.5,J.J. Abrams,UK,Netflix
Fight Club 7,Romance,Movie,2022,2025,169,8.5,Denis Villeneuve,Australia,Apple TV+
Pulp Fiction 5,Horror,Movie,2021,2021,175,9.4,Christopher Nolan,Japan,Hulu
Fight Club 1,Horror,Movie,2014,2023,74,7.6,Quentin Tarantino,France,Netflix
Inception 4,Thriller,TV Show,1992,2024,80,6,Ridley Scott,Spain,Disney+
The Witcher 5,Sci-Fi,Movie,1990,2017,106,6.8,Ridley Scott,USA,HBO Max
Chernobyl 6,Comedy,TV Show,2003,2023,50,4.2,J.J. Abrams,Germany,HBO Max
Pulp Fiction 3,Drama,TV Show,2012,2023,70,7,J.J. Abrams,Japan,Disney+
The Godfather 5,Horror,Movie,1997,2017,130,8.6,Christopher Nolan,Spain,HBO Max
The Boys 5,Sci-Fi,TV Show,2001,2009,100,6,David Fincher,South Korea,Hulu
Titanic 6,Sci-Fi,TV Show,2001,2021,50,7.6,Ridley Scott,Germany,HBO Max
The Dark Knight 7,Horror,TV Show,2009,2022,30,4,Ridley Scott,Japan,Netflix
Gladiator 6,Sci-Fi,TV Show,1995,2004,70,9.2,Ridley Scott,Australia,Disney+
Interstellar 2,Thriller,TV Show,1990,1998,100,9.2,Steven Spielberg,France,Apple TV+
The Witcher 7,Thriller,TV Show,1978,2012,20,5.2,David Fincher,India,Amazon Prime
Friends 7,Action,Movie,1976,1994,117,6.1,James Cameron,Australia,Hulu
Fight Club 3,Crime,Movie,1992,1997,90,6,Christopher Nolan,Japan,Hulu
The Office 6,Action,TV Show,1975,2015,20,6.8,Quentin Tarantino,Canada,Amazon Prime
Squid Game 8,Romance,TV Show,1974,2001,50,9.1,Quentin Tarantino,Australia,Amazon Prime
Friends 3,Comedy,TV Show,1993,1993,40,9.2,Martin Scorsese,France,Netflix
The Office 1,Horror,TV Show,1990,2024,80,7.8,Ridley Scott,South Korea,Netflix
Titanic 5,Horror,TV Show,2014,2017,90,9.2,Ridley Scott,France,HBO Max
Interstellar 4,Romance,TV Show,1996,1997,30,6.6,Denis Villeneuve,India,Hulu
Fight Club 4,Sci-Fi,Movie,1987,2023,95,7.4,Denis Villeneuve,Spain,Apple TV+
Interstellar 1,Comedy,Movie,1993,2017,84,6.5,Quentin Tarantino,France,Apple TV+
Money Heist 1,Drama,TV Show,1979,2024,40,5.4,Quentin Tarantino,Japan,Hulu
Inception 8,Mystery,Movie,1988,2011,160,7.9,James Cameron,India,Netflix
Westworld 5,Romance,Movie,1995,2024,131,9.2,J.J. Abrams,Australia,Amazon Prime
Avengers: Endgame 2,Action,TV Show,2005,2021,100,7.4,Christopher Nolan,Japan,HBO Max
The Mandalorian 4,Crime,Movie,2020,2024,104,8.8,Quentin Tarantino,Germany,Netflix
The Godfather 4,Sci-Fi,TV Show,1999,2025,50,5.1,J.J. Abrams,Japan,Hulu
Avengers: Endgame 10,Horror,Movie,2019,2025,99,5.4,Francis Ford Coppola,Germany,Disney+
The Office 6,Fantasy,Movie,1975,2010,143,7.2,Martin Scorsese,Canada,Apple TV+
Gladiator 9,Mystery,Movie,1988,2019,122,5.7,Ridley Scott,Japan,Hulu
Inception 2,Mystery,TV Show,1998,2014,70,6.1,Denis Villeneuve,Canada,Apple TV+
Black Mirror 1,Horror,Movie,2005,2020,155,9.2,David Fincher,UK,Hulu
The Boys 9,Fantasy,Movie,2011,2017,87,6.2,Christopher Nolan,India,HBO Max
The Crown 1,Mystery,TV Show,2015,2019,60,7.4,Christopher Nolan,Spain,Netflix
Gladiator 8,Crime,Movie,1988,2017,179,8.7,J.J. Abrams,South Korea,Netflix
Game of Thrones 3,Comedy,TV Show,1981,1993,50,7,Martin Scorsese,France,Amazon Prime
Squid Game 4,Action,TV Show,1970,2012,100,7.7,J.J. Abrams,France,Hulu
Narcos 5,Crime,TV Show,1989,2018,100,7.8,Martin Scorsese,Japan,Amazon Prime
Friends 2,Crime,TV Show,1978,2016,70,9.5,Christopher Nolan,USA,HBO Max
Fight Club 6,Drama,TV Show,2008,2022,70,5.1,Denis Villeneuve,Japan,Apple TV+
The Godfather 1,Horror,Movie,1993,2019,171,5.2,Quentin Tarantino,South Korea,Amazon Prime
Avengers: Endgame 3,Fantasy,TV Show,2024,2024,50,7.8,Steven Spielberg,Spain,Apple TV+
The Dark Knight 7,Fantasy,Movie,1984,2014,118,9,Martin Scorsese,France,Apple TV+
Narcos 2,Comedy,Movie,1983,2006,65,8,Martin Scorsese,India,Hulu
Chernobyl 10,Thriller,Movie,2013,2019,111,7.9,Denis Villeneuve,Spain,Amazon Prime
Interstellar 1,Thriller,Movie,2000,2017,75,4.7,Quentin Tarantino,Germany,Amazon Prime
The Mandalorian 5,Drama,TV Show,1993,2001,80,5.3,James Cameron,France,Disney+
The Crown 4,Romance,Movie,2000,2012,111,4.2,David Fincher,Canada,HBO Max
Sherlock 2,Drama,Movie,1995,2012,173,6.8,Christopher Nolan,USA,Disney+
Pulp Fiction 2,Thriller,Movie,1977,1996,84,9.1,James Cameron,France,Hulu
Squid Game 3,Crime,TV Show,2011,2019,10,7.1,Ridley Scott,UK,Amazon Prime
The Godfather 4,Thriller,TV Show,2004,2012,30,4.1,Ridley Scott,India,Disney+
Stranger Things 3,Thriller,TV Show,2000,2019,70,4.3,David Fincher,Japan,HBO Max
The Office 5,Crime,TV Show,2000,2011,40,5.9,David Fincher,Japan,Disney+
Chernobyl 4,Horror,Movie,1999,2008,150,5.4,Steven Spielberg,Japan,Netflix
Titanic 9,Crime,TV Show,2004,2020,50,5.4,Ridley Scott,UK,Amazon Prime
Fight Club 3,Mystery,Movie,1976,1978,78,7.9,Denis Villeneuve,France,Apple TV+
Stranger Things 3,Drama,Movie,1993,2024,174,7.2,Christopher Nolan,Germany,Amazon Prime
Interstellar 9,Thriller,TV Show,2003,2019,20,8.1,Denis Villeneuve,Australia,Apple TV+
Interstellar 6,Sci-Fi,Movie,2019,2022,88,7,J.J. Abrams,France,Disney+
The Boys 4,Romance,Movie,1988,2014,128,7.8,David Fincher,Canada,Hulu
Game of Thrones 1,Action,TV Show,1976,2014,30,6.2,Martin Scorsese,India,Amazon Prime
Money Heist 3,Mystery,Movie,1983,1988,70,7,James Cameron,Germany,Disney+
The Boys 7,Horror,TV Show,2022,2023,80,9.5,Christopher Nolan,South Korea,Apple TV+
Breaking Bad 3,Sci-Fi,Movie,1999,2009,125,7.2,Denis Villeneuve,UK,Hulu
Breaking Bad 9,Action,TV Show,1984,2023,10,4.7,J.J. Abrams,Australia,Apple TV+
The Godfather 9,Sci-Fi,Movie,2017,2024,101,7.1,Christopher Nolan,USA,Netflix
The Crown 3,Horror,TV Show,2011,2018,50,4.7,Ridley Scott,Australia,HBO Max
Interstellar 1,Romance,Movie,2015,2021,135,4.9,Steven Spielberg,India,Hulu
The Crown 1,Thriller,Movie,1997,2020,121,5.1,Steven Spielberg,France,Netflix
The Boys 5,Crime,Movie,1994,1999,131,7.9,Quentin Tarantino,Germany,HBO Max
The Crown 10,Action,TV Show,1981,1985,90,4.3,J.J. Abrams,France,Hulu
Black Mirror 4,Horror,TV Show,2002,2022,70,5.3,Steven Spielberg,Japan,HBO Max
Stranger Things 4,Comedy,Movie,2015,2022,88,7.8,Ridley Scott,India,Hulu
Pulp Fiction 9,Crime,Movie,1977,1987,81,7.3,J.J. Abrams,India,Disney+
Interstellar 1,Sci-Fi,TV Show,1992,2016,10,4.1,Denis Villeneuve,India,Hulu
Chernobyl 4,Comedy,TV Show,1985,2021,10,5.9,James Cameron,USA,Amazon Prime
The Dark Knight 10,Sci-Fi,Movie,1976,2008,65,8.5,David Fincher,Germany,Hulu
Fight Club 9,Sci-Fi,TV Show,1994,1996,10,8.9,Quentin Tarantino,Germany,Apple TV+
Friends 7,Comedy,TV Show,1980,2007,70,8.9,Denis Villeneuve,Germany,HBO Max
The Witcher 5,Thriller,Movie,1990,2009,86,7.5,David Fincher,France,Apple TV+
Titanic 3,Crime,Movie,1978,2001,75,8.4,Christopher Nolan,Japan,Netflix
Avengers: Endgame 4,Drama,Movie,1978,2024,116,5.3,Francis Ford Coppola,Japan,Hulu
The Boys 6,Horror,TV Show,1995,2019,90,5.1,Quentin Tarantino,Spain,HBO Max
Avengers: Endgame 6,Romance,TV Show,1989,2003,30,8.8,Steven Spielberg,Australia,Apple TV+
Chernobyl 4,Sci-Fi,TV Show,1983,1986,60,7.5,Quentin Tarantino,Canada,Apple TV+
Chernobyl 8,Comedy,Movie,2002,2020,83,5.9,Quentin Tarantino,Japan,HBO Max
The Mandalorian 4,Action,Movie,2006,2020,115,6.3,Denis Villeneuve,Canada,Amazon Prime
Titanic 7,Sci-Fi,TV Show,2022,2025,80,9.3,James Cameron,Japan,Netflix
Breaking Bad 1,Mystery,TV Show,1995,2003,10,7,Francis Ford Coppola,South Korea,Disney+
Chernobyl 9,Sci-Fi,TV Show,1989,2024,10,5.1,Denis Villeneuve,Japan,HBO Max
The Dark Knight 1,Fantasy,TV Show,1996,1999,10,4.7,Ridley Scott,Spain,Disney+
Money Heist 5,Action,Movie,1976,1996,67,5.3,Martin Scorsese,India,HBO Max
The Godfather 1,Crime,TV Show,2005,2010,90,6,Francis Ford Coppola,India,Apple TV+
Fight Club 4,Horror,Movie,1990,2008,79,4.8,David Fincher,Japan,HBO Max
The Witcher 3,Fantasy,TV Show,1997,2020,10,5.2,Ridley Scott,Australia,Apple TV+
Narcos 5,Horror,TV Show,1973,1999,70,6.5,Christopher Nolan,UK,Netflix
The Witcher 8,Thriller,Movie,2016,2022,134,9.1,James Cameron,Germany,Amazon Prime
Chernobyl 6,Drama,TV Show,1997,2003,30,8.4,David Fincher,South Korea,Netflix
Sherlock 10,Action,TV Show,1971,2005,10,6.1,James Cameron,Japan,Hulu
Westworld 8,Crime,TV Show,1994,2007,40,4.2,J.J. Abrams,France,Netflix
Breaking Bad 2,Horror,Movie,1970,1986,92,6.2,Francis Ford Coppola,India,Amazon Prime
The Dark Knight 4,Sci-Fi,TV Show,1994,2020,80,6.7,Steven Spielberg,South Korea,Netflix
Gladiator 6,Sci-Fi,TV Show,2005,2024,10,4.9,J.J. Abrams,UK,Disney+
Chernobyl 7,Fantasy,Movie,2010,2010,173,6.4,Quentin Tarantino,Canada,Disney+
Avengers: Endgame 7,Mystery,Movie,2000,2009,118,9.4,Ridley Scott,Japan,Netflix
The Godfather 1,Horror,TV Show,2011,2013,100,8.8,Ridley Scott,Spain,Netflix
Squid Game 10,Horror,TV Show,2014,2025,60,4.7,Denis Villeneuve,France,HBO Max
Money Heist 7,Action,Movie,2013,2013,75,5.6,David Fincher,Japan,HBO Max
The Boys 8,Crime,TV Show,1977,1997,100,8.1,J.J. Abrams,Canada,Netflix
Narcos 1,Romance,TV Show,1980,2012,40,5.8,Martin Scorsese,UK,Hulu
Sherlock 5,Action,TV Show,1977,2015,90,6.9,J.J. Abrams,India,Disney+
The Mandalorian 10,Horror,Movie,2021,2025,102,7.8,J.J. Abrams,Germany,Hulu
Friends 8,Action,Movie,2011,2021,116,8.2,J.J. Abrams,Australia,Amazon Prime
Sherlock 8,Drama,Movie,2007,2011,138,6.6,Denis Villeneuve,Canada,Amazon Prime
Breaking Bad 4,Mystery,TV Show,1981,2019,50,5.7,Quentin Tarantino,USA,Netflix
Pulp Fiction 1,Romance,TV Show,1971,1973,60,5.3,Francis Ford Coppola,Germany,HBO Max
